Headers,Label,Type,Description,Admin.profile,Analytics Cloud Integration User.profile,Analytics Cloud Security User.profile,Chatter External User.profile,Chatter Free User.profile,Chatter Moderator User.profile,Chatter Only User.profile,Company Communities User.profile,ContractManager.profile,CPQ Integration User.profile,Customer Community Login User.profile,Customer Community Plus Login User.profile,Customer Community Plus User.profile,Customer Community User.profile,External Identity User.profile,Guest License User.profile,High Volume Customer Portal User.profile,MarketingProfile.profile,Partner Community Login User.profile,Partner Community User.profile,ReadOnly.profile,Restaurant POC.profile,Restaurant Portal Profile.profile,SolutionManager.profile,Staff.profile,Standard.profile,StandardAul.profile,Work%2Ecom Only User.profile,Field_Service_Mobile_Permission.permissionset,Files_Connect.permissionset,Inspector.permissionset,Platform_Encryption_Management.permissionset,Restaurant_POC_Knowledge.permissionset,Supervisor.permissionset
Inspection_Task__c.Exhaust_Hood__c,Exhaust Hood,Picklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,-,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.FIFO__c,FIFO,Picklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,-,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.Failed_Reasons__c,Failed Reasons,MultiselectPicklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,Edit,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.Failure_Type__c,Failure Type,Picklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,-,-,Edit,Edit,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.Fingernails__c,Fingernails,Picklist,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Read,-,-,-,-,-,-,-,-,Edit,-,-,Edit
Inspection_Task__c.Food_Service_License__c,Food Service License,Picklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,-,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.Food_Slicer_Clean__c,Food Slicer Clean,Picklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,-,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.Food_Slicer_Sanitized__c,Food Slicer Sanitized,Picklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,-,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.Food_is_Protected__c,Food is Protected,Picklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,-,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.Garbage_Cans_Clean__c,Garbage Cans Clean,Picklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,-,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.Garbage_Cans_Emptied__c,Garbage Cans Emptied,Picklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,-,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.Hair_Restraint_Is_Worn__c,Hair Restraint Is Worn,Picklist,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Read,-,-,-,-,-,-,-,-,Edit,-,-,Edit
Inspection_Task__c.Hand_Washing_and_Gloves__c,Hand Washing and Gloves,Picklist,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Read,-,-,-,-,-,-,-,-,Edit,-,-,Edit
Inspection_Task__c.Hand_washing_Technique__c,Hand-washing Technique,Picklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,-,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.Heat_Sanitizing_Procedure__c,Heat Sanitizing Procedure,Picklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,-,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.Inspection_Notes__c,Inspection Notes,Html,This field is used to track notes about the inspection task.,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,Edit,Edit,Edit,Edit,Edit,Edit,-,Edit,Edit,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.Inspection_Status__c,Inspection Status,Text,-,Read,Read,Read,-,-,-,Read,Read,Read,Read,-,-,-,-,-,-,-,Read,-,-,Read,-,-,Read,Read,Read,Read,Read,-,-,-,-,-,-
Inspection_Task__c.Jewelry__c,Jewelry,Picklist,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Read,-,-,-,-,-,-,-,-,Edit,-,-,Edit
Inspection_Task__c.Labeled__c,Labeled,Picklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,-,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.Liquor_License__c,Liquor License,Picklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,-,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.Loading_Dock_and_Dumpster_Clean__c,Loading Dock and Dumpster Clean,Picklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,-,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.No_Bulging_or_Leaking__c,No Bulging or Leaking,Picklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,-,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.No_Pest_Evidence__c,No Pest Evidence,Picklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,-,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.Notes__c,Notes,LongTextArea,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,-,-,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Inspection_Task__c.Off_the_Floor__c,Off the Floor,Picklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,-,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.Other_Equipment_Clean__c,Other Equipment Clean,Picklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,-,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.Preventing_Cross_Contamination__c,Preventing Cross Contamination,Picklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,-,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.Proper_Uniform__c,Proper Uniform,Picklist,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Read,-,-,-,-,-,-,-,-,Edit,-,-,Edit
Inspection_Task__c.Relative_Link__c,Relative Link,Text,-,Read,Read,Read,-,-,-,Read,Read,Read,Read,Read,Read,Read,Read,Read,-,Read,Read,Read,Read,Read,Read,-,Read,Read,Read,Read,Read,-,-,-,-,-,-
Inspection_Task__c.Rinse_Check__c,Rinse Check,Picklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,-,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.Sink_Setup__c,Sink Setup,Picklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,-,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.Smoking__c,Smoking,Picklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,-,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.Task_Name__c,Task Name,Text,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,Edit,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.Tasting_Method__c,Tasting Method,Picklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,-,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.Temperature_Danger_Zone__c,Temperature Danger Zone,Picklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,-,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.Temperature__c,Temperature,Picklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,-,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.Thawing_Frozen_Food__c,Thawing Frozen Food,Picklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,-,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.Three_Compartment_Sink__c,Three Compartment Sink,Picklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,-,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.Touching_Food__c,Touching Food,Picklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,-,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.Towel_Use__c,Towel Use,Picklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,-,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.Utensil_Use__c,Utensil Use,Picklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,-,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.Utensils_are_Dried__c,Utensils are Dried,Picklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,-,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.Valet_Parking_Permit__c,Valet Parking Permit,Picklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,-,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.Windows_and_Doors_are_Sealed__c,Windows and Doors are Sealed,Picklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,-,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Inspection_Task__c.Wiping_Cloth_Storage__c,Wiping Cloth Storage,Picklist,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,-,Edit,Edit,Edit,-,-,Edit,-,-,Edit
Knowledge__kav.Article_Body__c,Article Body,Html,-,Edit,Edit,Edit,-,-,-,Edit,Edit,Edit,Edit,-,-,-,-,-,-,-,Edit,-,-,Edit,Read,-,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Lead.Address,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Lead.AnnualRevenue,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Lead.Description,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Lead.DoNotCall,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Lead.Email,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Lead.Fax,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Lead.HasOptedOutOfEmail,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Lead.HasOptedOutOfFax,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Lead.Industry,-,Picklist,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Lead.Jigsaw,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Lead.LastTransferDate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Lead.LeadSource,-,Picklist,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Lead.MobilePhone,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Lead.NumberOfEmployees,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Lead.PartnerAccountId,-,Lookup,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Lead.Phone,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Lead.Rating,-,Picklist,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Lead.Title,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Lead.Website,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Location.CloseDate,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Location.ConstructionEndDate,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Location.ConstructionStartDate,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Location.Description,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Location.DrivingDirections,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Location.Location,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Location.LocationLevel,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Location.OpenDate,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Location.ParentLocationId,-,Hierarchy,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Location.PossessionDate,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Location.RemodelEndDate,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Location.RemodelStartDate,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Location.TimeZone,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Location.VisitorAddressId,-,Lookup,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
MaintenanceAsset.NextSuggestedMaintenanceDate,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
MaintenancePlan.AccountId,-,Lookup,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
MaintenancePlan.ContactId,-,Lookup,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
MaintenancePlan.DoesAutoGenerateWorkOrders,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
MaintenancePlan.DoesGenerateUponCompletion,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
MaintenancePlan.GenerationHorizon,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
MaintenancePlan.LocationId,-,Lookup,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
MaintenancePlan.MaintenancePlanTitle,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
MaintenancePlan.SvcApptGenerationMethod,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MaintenancePlan.WorkOrderGenerationMethod,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
MaintenancePlan.WorkTypeId,-,Lookup,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Opportunity.AccountId,-,Lookup,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Opportunity.Amount,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Opportunity.CampaignId,-,Lookup,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Read,Edit,Edit,Edit,Read,Edit,Edit,Edit,-,-,-,-,-,-
Opportunity.ContractId,-,Lookup,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Opportunity.Description,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Opportunity.ExpectedRevenue,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Opportunity.IsPrivate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Opportunity.LeadSource,-,Picklist,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Opportunity.NextStep,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Opportunity.PartnerAccountId,-,Lookup,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Opportunity.Probability,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
Opportunity.TotalOpportunityQuantity,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Opportunity.Type,-,Picklist,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
