Headers,Label,Type,Description,Admin.profile,Analytics Cloud Integration User.profile,Analytics Cloud Security User.profile,Chatter External User.profile,Chatter Free User.profile,Chatter Moderator User.profile,Chatter Only User.profile,Company Communities User.profile,ContractManager.profile,CPQ Integration User.profile,Customer Community Login User.profile,Customer Community Plus Login User.profile,Customer Community Plus User.profile,Customer Community User.profile,External Identity User.profile,Guest License User.profile,High Volume Customer Portal User.profile,MarketingProfile.profile,Partner Community Login User.profile,Partner Community User.profile,ReadOnly.profile,Restaurant POC.profile,Restaurant Portal Profile.profile,SolutionManager.profile,Staff.profile,Standard.profile,StandardAul.profile,Work%2Ecom Only User.profile,Field_Service_Mobile_Permission.permissionset,Files_Connect.permissionset,Inspector.permissionset,Platform_Encryption_Management.permissionset,Restaurant_POC_Knowledge.permissionset,Supervisor.permissionset
ReturnOrderLineItem.OrderItemId,-,Lookup,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
ReturnOrderLineItem.ProcessingPlan,-,Picklist,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
ReturnOrderLineItem.ProductItemId,-,Lookup,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
ReturnOrderLineItem.ProductRequestLineItemId,-,Lookup,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
ReturnOrderLineItem.QuantityUnitOfMeasure,-,Picklist,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
ReturnOrderLineItem.ReasonForReturn,-,Picklist,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
ReturnOrderLineItem.RepaymentMethod,-,Picklist,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
ReturnOrderLineItem.SourceLocationId,-,Lookup,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
SOSSession.AppVersion,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
SOSSession.CaseId,-,Lookup,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
SOSSession.ContactId,-,Lookup,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
SOSSession.DeploymentId,-,Lookup,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
SOSSession.EndTime,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
SOSSession.IpAddress,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
SOSSession.OpentokSession,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
SOSSession.SessionDuration,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
SOSSession.SessionRecordingUrl,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
SOSSession.SessionToken,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
SOSSession.SosVersion,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
SOSSession.StartTime,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
SOSSession.SystemInfo,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
SOSSession.WaitDuration,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
ServiceAppointment.AccountId,-,Lookup,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
ServiceAppointment.ActualDuration,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
ServiceAppointment.ActualEndTime,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
ServiceAppointment.ActualStartTime,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
ServiceAppointment.Address,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
ServiceAppointment.ArrivalWindowEndTime,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
ServiceAppointment.ArrivalWindowStartTime,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
ServiceAppointment.ContactId,-,Lookup,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
ServiceAppointment.Description,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
ServiceAppointment.FSL__Appointment_Grade__c,Appointment Grade,Number,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ServiceAppointment.FSL__Auto_Schedule__c,Auto Schedule,Checkbox,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ServiceAppointment.FSL__Emergency__c,Emergency,Checkbox,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ServiceAppointment.FSL__GanttColor__c,Gantt Color,Text,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ServiceAppointment.FSL__GanttLabel__c,Gantt Label,Text,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ServiceAppointment.FSL__Gantt_Display_Date__c,Gantt Display Date,DateTime,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ServiceAppointment.FSL__InJeopardyReason__c,In Jeopardy Reason,Picklist,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ServiceAppointment.FSL__InJeopardy__c,In Jeopardy,Checkbox,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ServiceAppointment.FSL__InternalSLRGeolocation__c,Internal SLR Geolocation,Location,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ServiceAppointment.FSL__IsFillInCandidate__c,Is Fill In Candidate,Checkbox,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ServiceAppointment.FSL__IsMultiDay__c,Is MultiDay,Checkbox,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ServiceAppointment.FSL__MDS_Calculated_length__c,Multiday Work Calculated length,Number,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ServiceAppointment.FSL__MDT_Operational_Time__c,Multiday Work Operational Time,LongTextArea,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ServiceAppointment.FSL__Pinned__c,Pinned,Checkbox,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ServiceAppointment.FSL__Prevent_Geocoding_For_Chatter_Actions__c,Prevent Geocoding For Chatter Actions,Checkbox,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ServiceAppointment.FSL__Related_Service__c,Related Service,Lookup,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ServiceAppointment.FSL__Same_Day__c,Same Day,Checkbox,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ServiceAppointment.FSL__Same_Resource__c,Same Resource,Checkbox,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ServiceAppointment.FSL__Schedule_Mode__c,Schedule Mode,Picklist,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ServiceAppointment.FSL__Schedule_over_lower_priority_appointment__c,Schedule Over Lower Priority Appointment,Checkbox,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ServiceAppointment.FSL__Scheduling_Policy_Used__c,Scheduling Policy Used,Lookup,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ServiceAppointment.FSL__Time_Dependency__c,Time Dependency,Picklist,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ServiceAppointment.FSL__UpdatedByOptimization__c,UpdatedByOptimization,Checkbox,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ServiceAppointment.FSL__Use_Async_Logic__c,Use Async Logic,Checkbox,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ServiceAppointment.FSL__Virtual_Service_For_Chatter_Action__c,Virtual Service For Chatter Action (SLR),Checkbox,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ServiceAppointment.SchedEndTime,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
ServiceAppointment.SchedStartTime,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
ServiceAppointment.ServiceNote,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
ServiceAppointment.ServiceTerritoryId,-,Lookup,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
ServiceAppointment.StatusCategory,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
ServiceAppointment.Subject,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
ServiceAppointment.WorkTypeId,-,Lookup,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
ServiceCrewMember.EndDate,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
ServiceCrewMember.FSL__GanttLabel__c,Gantt Label,Text,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ServiceCrewMember.IsLeader,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
ServiceResource.AccountId,-,Lookup,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
ServiceResource.Description,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
ServiceResource.FSL__Efficiency__c,Efficiency,Number,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ServiceResource.FSL__GanttLabel__c,Gantt Label,Text,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ServiceResource.FSL__Online_Offset__c,Online Offset,Number,Online offset in minutes,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ServiceResource.FSL__Picture_Link__c,Picture Link,Url,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ServiceResource.FSL__Priority__c,Priority,Number,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ServiceResource.FSL__Travel_Speed__c,Travel Speed,Number,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ServiceResource.IsActive,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
ServiceResource.IsCapacityBased,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
ServiceResource.IsOptimizationCapable,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
ServiceResource.LastKnownLocation,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
ServiceResource.LastKnownLocationDate,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
ServiceResource.LocationId,-,Lookup,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
ServiceResource.ServiceCrewId,-,Lookup,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
ServiceResourceCapacity.CapacityInHours,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
ServiceResourceCapacity.CapacityInWorkItems,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
ServiceResourceCapacity.EndDate,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
ServiceResourceCapacity.FSL__HoursInUse__c,Hours In Use,Number,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ServiceResourceCapacity.FSL__Last_Updated_Epoch__c,Last Updated Epoch,Number,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ServiceResourceCapacity.FSL__MinutesUsed__c,Minutes Used,Number,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ServiceResourceCapacity.FSL__Work_Items_Allocated__c,Work Items Allocated,Number,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ServiceResourceCapacity.TimePeriod,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
ServiceResourceSkill.EffectiveEndDate,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
ServiceResourceSkill.SkillLevel,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
ServiceTerritory.Address,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
ServiceTerritory.Description,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
ServiceTerritory.FSL__Hide_Emergency_Map__c,Hide Emergency Map,Checkbox,Determines if the map will be shown on the emergency wizard,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ServiceTerritory.FSL__Internal_SLR_Geolocation__c,Internal SLR HomeAddress Geolocation,Location,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ServiceTerritory.FSL__NumberOfServicesToDripFeed__c,Number Of Services To Drip Feed,Number,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ServiceTerritory.FSL__Service_Cluster_Min_Size__c,Service Cluster Min Size (Closed Pilot),Number,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ServiceTerritory.FSL__Service_Cluster_Proximity__c,Service Cluster Proximity (Closed Pilot),Number,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ServiceTerritory.FSL__System_Jobs__c,System Jobs,MultiselectPicklist,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ServiceTerritory.FSL__TerritoryLevel__c,Territory Level,Number,-,Edit,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ServiceTerritory.IsActive,-,-,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
ServiceTerritory.TopLevelTerritoryId,-,Lookup,-,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,Edit,-,-,-,-,-,-
